TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
LJPC UR Equity,LA JOLLA PHARM,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LKFN UW Equity,LAKELAND FINL,Financials,Banks,Banks,Regional Banks
LKQ UW Equity,LKQ CORP,Consumer Discretionary,Retailing,Distributors,Distributors
LL UN Equity,LUMBER LIQUIDATO,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
LLNW UW Equity,LIMELIGHT NETWOR,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
LLY UN Equity,ELI LILLY & CO,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LM UN Equity,LEGG MASON INC,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
LMAT UQ Equity,LEMAITRE VASCULA,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
LMNR UW Equity,LIMONEIRA CO,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products
LMNX UW Equity,LUMINEX CORP,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
LMT UN Equity,LOCKHEED MARTIN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
LNC UN Equity,LINCOLN NATL CRP,Financials,Insurance,Insurance,Life & Health Insurance
LNDC UW Equity,LANDEC CORP,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LNG UA Equity,CHENIERE ENERGY,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
LNN UN Equity,LINDSAY CORP,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
LNT UW Equity,ALLIANT ENERGY,Utilities,Utilities,Electric Utilities,Electric Utilities
LNTH UQ Equity,LANTHEUS HOLDING,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
LOB UW Equity,LIVE OAK BANCSHA,Financials,Banks,Banks,Regional Banks
LOCO UW Equity,EL POLLO LOCO HO,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
LOGC UQ Equity,LOGICBIO THERAPE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LOGM UW Equity,LOGMEIN INC,Information Technology,Software & Services,Software,Application Software
LOPE UW Equity,GRAND CANYON EDU,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LORL UW Equity,LORAL SPACE & CO,Communication Services,Media & Entertainment,Media,Cable & Satellite
LOVE UQ Equity,LOVESAC CO/THE,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
LOW UN Equity,LOWE'S COS INC,Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail
LPG UN Equity,DORIAN LPG LTD,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
LPI UN Equity,LAREDO PETROLEUM,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
LPLA UW Equity,LPL FINANCIAL HO,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
LPSN UW Equity,LIVEPERSON INC,Information Technology,Software & Services,Software,Application Software
LPT UN Equity,LIBERTY PROP,Real Estate,Real Estate,Equity Real Estate Investment,Diversified REITs
LPX UN Equity,LOUISIANA-PACIFI,Materials,Materials,Paper & Forest Products,Forest Products
LQDA UR Equity,LIQUIDIA TECHNOL,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
LQDT UW Equity,LIQUIDITY SERVIC,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
LRCX UW Equity,LAM RESEARCH,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
LRN UN Equity,K12 INC,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
LSCC UW Equity,LATTICE SEMICOND,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
LSI UN Equity,LIFE STORAGE INC,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
LSTR UW Equity,LANDSTAR SYSTEM,Industrials,Transportation,Road & Rail,Trucking
LSXMA UW Equity,LIBERTY MEDIA- A,Communication Services,Media & Entertainment,Media,Cable & Satellite
LSXMK UW Equity,LIBERTY MEDIA-C,Communication Services,Media & Entertainment,Media,Cable & Satellite
LTC UN Equity,LTC PROPERTIES,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs
LTHM UN Equity,LIVENT CORP,Materials,Materials,Chemicals,Specialty Chemicals
LTRPA UW Equity,LIBERTY TRP-A,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
LTS UA Equity,LADENBURG THALMA,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
LULU UW Equity,LULULEMON ATH,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
LUV UN Equity,SOUTHWEST AIR,Industrials,Transportation,Airlines,Airlines
LVGO UW Equity,LIVONGO HEALTH I,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
LVS UN Equity,LAS VEGAS SANDS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
LW UN Equity,LAMB WESTON,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
LXFR UN Equity,LUXFER HOLDINGS,Industrials,Capital Goods,Machinery,Industrial Machinery
LXP UN Equity,LEXINGTON REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
LXRX UW Equity,LEXICON PHARMACE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
LXU UN Equity,LSB INDUS INC,Materials,Materials,Chemicals,Diversified Chemicals
LYB UN Equity,LYONDELLBASELL-A,Materials,Materials,Chemicals,Commodity Chemicals
LYFT UW Equity,LYFT INC-A,Industrials,Transportation,Road & Rail,Trucking
LYV UN Equity,LIVE NATION ENTE,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
LZB UN Equity,LA-Z-BOY INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
M UN Equity,MACY'S INC,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
MA UN Equity,MASTERCARD INC-A,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
MAA UN Equity,MID-AMERICA APAR,Real Estate,Real Estate,Equity Real Estate Investment,Residential REITs
MAC UN Equity,MACERICH CO,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
MAN UN Equity,MANPOWERGROUP IN,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
MANH UW Equity,MANHATTAN ASSOC,Information Technology,Software & Services,Software,Application Software
MANT UW Equity,MANTECH INTL-A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
MAR UW Equity,MARRIOTT INTL-A,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
MAS UN Equity,MASCO CORP,Industrials,Capital Goods,Building Products,Building Products
MASI UW Equity,MASIMO CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
MAT UW Equity,MATTEL INC,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MATW UW Equity,MATTHEWS INTL-A,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
MATX UN Equity,MATSON INC,Industrials,Transportation,Marine,Marine
MAXR UN Equity,MAXAR TECHNOLOGI,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MBI UN Equity,MBIA INC,Financials,Insurance,Insurance,Property & Casualty Insurance
MBII UR Equity,MARRONE BIO INNO,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
MBIN UR Equity,MERCHANTS BANCOR,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
MBIO UQ Equity,MUSTANG BIO INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MBUU UQ Equity,MALIBU BOATS-A,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MBWM UW Equity,MERCANTILE BANK,Financials,Banks,Banks,Regional Banks
MC UN Equity,MOELIS & CO-CL A,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
MCB UN Equity,METROPOLITAN BAN,Financials,Banks,Banks,Regional Banks
MCBC UW Equity,MACATAWA BANK,Financials,Banks,Banks,Regional Banks
MCBS UW Equity,METROCITY BANKSH,Financials,Banks,Banks,Regional Banks
MCD UN Equity,MCDONALDS CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
MCFT UQ Equity,MASTERCRAFT BOAT,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
MCHP UW Equity,MICROCHIP TECH,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
MCHX UW Equity,MARCHEX INC-B,Communication Services,Media & Entertainment,Media,Advertising
MCK UN Equity,MCKESSON CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
MCO UN Equity,MOODY'S CORP,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
MCRB UW Equity,SERES THERAPEUTI,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MCRI UW Equity,MONARCH CASINO,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
MCS UN Equity,MARCUS CORP,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
MCY UN Equity,MERCURY GEN CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
MD UN Equity,MEDNAX INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
MDB UQ Equity,MONGODB INC,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
MDC UN Equity,MDC HOLDINGS INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MDCA UW Equity,MDC PARTNERS-A,Communication Services,Media & Entertainment,Media,Advertising
MDGL UR Equity,MADRIGAL PHARMAC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MDLA UN Equity,MEDALLIA INC,Information Technology,Software & Services,Software,Application Software
MDLZ UW Equity,MONDELEZ INTER-A,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
MDP UN Equity,MEREDITH CORP,Communication Services,Media & Entertainment,Media,Publishing
MDRIQ UV Equity,MCDERMOTT INTL,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
MDRX UW Equity,ALLSCRIPTS HEALT,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
MDT UN Equity,MEDTRONIC PLC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
MDU UN Equity,MDU RES GROUP,Utilities,Utilities,Multi-Utilities,Multi-Utilities
MEC UN Equity,MAYVILLE ENGINEE,Materials,Materials,Metals & Mining,Diversified Metals & Mining
MED UN Equity,MEDIFAST INC,Consumer Staples,Household & Personal Products,Personal Products,Personal Products
MEDP UW Equity,MEDPACE HOLDINGS,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
MEET UR Equity,MEET GROUP INC/T,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
MEI UN Equity,METHODE ELEC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
MEIP UR Equity,MEI PHARMA INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MESA UW Equity,MESA AIR GROUP,Industrials,Transportation,Airlines,Airlines
MET UN Equity,METLIFE INC,Financials,Insurance,Insurance,Life & Health Insurance
METC UW Equity,RAMACO RESOURCES,Materials,Materials,Metals & Mining,Steel
MFA UN Equity,MFA FINANCIAL,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
MFIN UW Equity,MEDALLION FINL,Financials,Diversified Financials,Consumer Finance,Consumer Finance
MFNC UR Equity,MACKINAC FINANCI,Financials,Banks,Banks,Regional Banks
MFSF UQ Equity,MUTUALFIRST FIN,Financials,Banks,Banks,Regional Banks
MG UN Equity,MISTRAS GROUP IN,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
MGEE UW Equity,MGE ENERGY INC,Utilities,Utilities,Electric Utilities,Electric Utilities
MGLN UW Equity,MAGELLAN HEALTH,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
MGM UN Equity,MGM RESORTS INTE,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
MGNX UW Equity,MACROGENICS INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MGPI UW Equity,MGP INGREDIENTS,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
MGRC UW Equity,MCGRATH RENTCORP,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
MGTA UQ Equity,MAGENTA THERAPEU,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MGTX UW Equity,MEIRAGTX HOLDING,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MGY UN Equity,MAGNOLIA OIL-A,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
MHK UN Equity,MOHAWK INDS,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Home Furnishings
MHO UN Equity,M/I HOMES INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
MIC UN Equity,MACQUARIE INFRAS,Industrials,Transportation,Transportation Infrastructure,Airport Services
MIDD UW Equity,MIDDLEBY CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
MIK UW Equity,MICHAELS COS INC,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
MINI UW Equity,MOBILE MINI,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
MIRM UQ Equity,MIRUM PHARMACEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MITK UR Equity,MITEK SYSTEMS,Information Technology,Software & Services,Software,Application Software
MITT UN Equity,AG MORTGAGE INVE,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
MJCO UQ Equity,MAJESCO,Information Technology,Software & Services,Software,Application Software
MKC UN Equity,MCCORMICK-N/V,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
MKL UN Equity,MARKEL CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
MKSI UW Equity,MKS INSTRUMENTS,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Equipment
MKTX UW Equity,MARKETAXESS,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
MLAB UW Equity,MESA LABS,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
MLHR UW Equity,HERMAN MILLER,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
MLI UN Equity,MUELLER INDS,Industrials,Capital Goods,Machinery,Industrial Machinery
MLM UN Equity,MARTIN MAR MTLS,Materials,Materials,Construction Materials,Construction Materials
MLND UR Equity,MILLENDO THERAPE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MLP UN Equity,MAUI LAND & PINE,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Development
MLR UN Equity,MILLER INDS/TENN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
MLVF UQ Equity,MALVERN BANCORP,Financials,Banks,Banks,Regional Banks
MMAC UR Equity,MMA CAPITAL HOLD,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
MMC UN Equity,MARSH & MCLENNAN,Financials,Insurance,Insurance,Insurance Brokers
MMI UN Equity,MARCUS & MILLICH,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services
MMM UN Equity,3M CO,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
MMS UN Equity,MAXIMUS INC,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
MMSI UW Equity,MERIT MEDICAL,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
MNK UN Equity,MALLINCKRODT,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
MNKD UQ Equity,MANNKIND CORP,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MNLO UW Equity,MENLO THERAPEUTI,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
MNOV UQ Equity,MEDICINOVA INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MNR UN Equity,MONMOUTH REAL ES,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
MNRL UN Equity,BRIGHAM MINERALS,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
MNRO UW Equity,MONRO INC,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
MNSB UR Equity,MAINSTREET BANCS,Financials,Banks,Banks,Regional Banks
MNST UW Equity,MONSTER BEVERAGE,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks
MNTA UW Equity,MOMENTA PHARMACE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
MO UN Equity,ALTRIA GROUP INC,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
MOBL UW Equity,MOBILEIRON INC,Information Technology,Software & Services,Software,Application Software
MOD UN Equity,MODINE MFG CO,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
MODN UN Equity,MODEL N INC,Information Technology,Software & Services,Software,Application Software
MOFG UW Equity,MIDWESTONE FINAN,Financials,Banks,Banks,Regional Banks
MOG/A UN Equity,MOOG INC-CLASS A,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
